frame,dx,dy,angle
93, -8.017867, -12.668057, 0.000222
94, -8.716552, -12.411793, 0.000420
95, -6.289577, -2.361879, -0.003052
96, -0.294864, 2.498467, -0.005362
97, -0.452891, 3.393077, -0.003432
98, -2.598899, 5.445522, -0.003530
99, 0.759152, 14.680211, -0.010045
100, 6.912919, 10.959639, -0.002330
101, -6.031300, 11.144181, -0.003729
102, -5.730168, 13.279510, -0.006936
103, -7.820753, 7.057251, -0.006275
104, -4.769077, -2.479558, 0.001004
105, -0.907668, -15.831646, 0.010822
106, -20.812224, -61.023794, 0.018607
107, -25.712114, -48.003648, 0.005922
108, -17.174225, -26.382727, -0.002432
109, -14.489155, 2.541190, -0.010093
110, -6.188989, 16.617637, -0.013252
111, -2.899254, 18.807123, -0.010007
112, -6.929549, 54.051039, 0.000915
113, 6.242465, 50.708529, 0.006778
114, -2.702258, 4.321999, 0.003731
115, -2.225770, 10.991328, -0.007568
116, -9.819963, 4.605899, -0.009759
117, -5.371714, -0.803393, -0.004558
118, -10.371343, -52.205420, 0.008328
119, -5.162746, -28.765430, 0.001880
120, -1.490812, -7.471415, 0.003533
121, 3.951712, 2.025410, -0.001577
122, 6.488093, 3.792412, 0.002643
123, 22.008171, 28.300276, 0.010799
124, 7.404333, 21.247454, 0.008667
125, 3.078784, 2.294294, 0.006043
126, -6.913606, 1.435278, -0.000925
127, -9.673386, 1.316620, -0.004627
128, -15.713295, 8.247914, -0.016899
129, -7.147132, -22.343879, -0.005768
130, -9.424718, -6.968000, -0.007196
131, -4.225942, 15.256523, -0.009907
132, -8.221248, 14.709584, -0.012612
133, -0.618395, 42.579271, -0.008959
134, 1.328042, 40.780789, -0.009577
135, 39.277113, 68.496229, -0.002569
136, 3.394383, 22.879124, -0.001734
137, -4.251881, 13.405248, 0.000492
138, -10.767756, 2.520103, -0.006785
139, -12.126015, 4.261136, -0.012757
140, -4.610377, -29.314294, -0.009054
141, -5.575685, -16.970633, -0.013430
142, 0.033834, -9.825560, -0.006894
143, 1.098697, -6.104401, 0.003514
144, 10.815036, -15.389523, 0.018676
145, 20.260924, 1.303264, 0.020524
146, 13.932943, -11.470180, 0.017438
147, 1.180732, -14.804889, 0.016842
148, -17.722295, -47.042158, 0.017633
149, -31.623964, -60.058389, 0.004344
150, -21.051557, -44.499130, 0.008379
151, -18.192255, -42.278123, 0.015823
152, -29.115460, -37.429352, 0.016582
153, -7.884678, 1.867184, -0.000197
154, -11.741689, 24.270593, -0.005353
155, -21.149101, 39.059194, 0.002061
156, -1.612408, 47.509687, 0.003399
157, -1.344247, 48.641652, 0.003167
158, -21.801104, 35.861410, -0.004962
159, -12.943118, 12.921379, -0.011673
160, -15.389612, 12.849291, -0.015552
161, -25.701458, -7.636691, -0.010466
162, -20.453793, -9.375027, -0.015436
163, -4.326835, -2.451081, -0.005455
164, 0.998765, -1.757371, 0.000206
165, 6.022977, -10.515679, 0.010810
166, 7.115806, -13.758834, 0.015156
167, 15.511486, 14.678599, 0.020677
168, 9.510299, 22.475325, 0.020878
169, -4.404129, -15.140000, 0.015182
170, -3.851611, -15.127167, 0.010668
171, -35.619191, -56.541307, -0.000720
172, -13.235731, -29.454646, -0.013759
173, -0.100311, -17.704396, -0.014887
174, -5.655185, 5.562636, -0.006389
175, -1.469690, 4.294277, -0.004763
176, 3.199750, -0.188543, 0.002899
177, 4.060615, 11.552073, 0.007188
178, 27.245803, 37.541088, 0.011295
179, 11.107578, 7.648319, 0.007260
180, -5.260992, 10.907942, -0.005302
181, -10.002206, 17.388560, -0.019151
182, 9.618812, 4.662810, -0.022754
183, 4.996163, -28.336178, -0.018288
184, -0.402317, -16.656679, -0.021999
185, 1.474774, -5.992132, -0.004550
186, -2.658629, -4.945766, 0.004409
187, 6.695491, -11.352897, 0.016124
188, 18.558923, -0.610689, 0.015968
189, 11.882298, -4.865986, 0.016641
190, 7.580362, -10.160796, 0.015124
191, -4.083591, -17.322305, 0.011720
192, -10.102184, -51.866106, -0.001472
193, -9.391933, -20.887178, -0.030432
194, -9.132650, -20.036499, -0.011578
195, -6.965289, 5.186544, -0.006233
196, -1.723892, -0.631934, -0.003862
197, 5.979393, -4.311904, 0.003563
198, 3.937478, -1.680618, 0.007550
199, 25.109267, 60.113923, -0.006848
200, 38.176588, 75.093665, -0.005271
201, 4.795108, 39.346670, -0.004619
202, -10.839752, 17.673519, -0.003015
203, -11.827737, 8.560097, -0.009294
204, -12.236749, 16.313427, -0.018713
205, -30.336264, -5.368390, -0.022307
206, -20.241796, 6.044891, -0.026381
208, -11.484437, -3.355567, -0.000836
209, -1.610645, -8.113450, 0.007788
